"event-id","visible","timestamp","location-long","location-lat","acceleration-raw-x","acceleration-raw-y","acceleration-raw-z","bar:barometric-height","battery-charge-percent","battery-charging-current","external-temperature","gps:hdop","gps:satellite-count","gps-time-to-fix","ground-speed","heading","height-above-msl","import-marked-outlier","gls:light-level","mag:magnetic-field-raw-x","mag:magnetic-field-raw-y","mag:magnetic-field-raw-z","orn:transmission-protocol","tag-voltage","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","ECMWF Interim Full Daily SFC-FC 10 Metre Wind Gust","ECMWF Interim Full Daily SFC-FC Sunshine Duration","ECMWF Interim Full Daily SFC-FC Maximum Temperature at 2 m","ECMWF Interim Full Daily SFC-FC Temperature (2 m above Ground)","ECMWF Interim Full Daily SFC-FC Minimum Temperature at 2 m"
"21494020841","true","2022-03-12 05:00:50.000","12.565984725952148","45.50080490112305","127.0","35.0","1045.0","0.0","89","0.0","28.0","1.5","8","1.13","0.0","194.0","-2.0","false","0.0","1.412","0.029","0.412","GPRS","4081.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020842","true","2022-03-12 05:00:51.000","12.565964698791504","45.500789642333984","137.0","47.0","1038.0","0.0","87","0.0","28.0","1.5","8","0.96","0.0","164.0","0.0","false","0.0","1.409","0.028","0.41","GPRS","4073.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020843","true","2022-03-12 05:00:52.000","12.56596851348877","45.500789642333984","137.0","41.0","1046.0","0.0","90","0.0","28.0","1.5","8","1.02","0.0","131.0","2.0","false","0.0","1.412","0.029","0.403","GPRS","4087.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020844","true","2022-03-12 05:00:53.000","12.565966606140137","45.50079345703125","137.0","39.0","1043.0","0.0","88","0.0","28.0","1.5","8","0.99","0.0","197.0","3.0","false","0.0","1.412","0.029","0.404","GPRS","4078.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020845","true","2022-03-12 05:00:54.000","12.565975189208984","45.50080108642578","136.0","35.0","1042.0","0.0","88","0.0","28.0","1.5","8","1.01","0.0","39.0","3.0","false","0.0","1.415","0.028","0.396","GPRS","4076.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020846","true","2022-03-12 05:00:55.000","12.566028594970703","45.5008430480957","134.0","32.0","1040.0","0.0","88","0.0","28.0","1.2","9","1.02","0.0","16.0","4.0","false","0.0","1.407","0.027","0.405","GPRS","4078.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020847","true","2022-03-12 05:00:56.000","12.566060066223145","45.5008659362793","146.0","31.0","1041.0","0.0","88","0.0","28.0","1.2","9","0.98","0.0","43.0","5.0","false","0.0","1.409","0.025","0.403","GPRS","4078.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020848","true","2022-03-12 05:00:57.000","12.566078186035156","45.50088119506836","137.0","35.0","1038.0","0.0","89","0.0","28.0","1.2","9","1.0","0.0","26.0","5.0","false","0.0","1.405","0.029","0.396","GPRS","4081.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020849","true","2022-03-12 05:00:58.000","12.566089630126953","45.50088882446289","136.0","33.0","1039.0","0.0","88","0.0","28.0","1.2","9","1.01","0.0","52.0","4.0","false","0.0","1.407","0.033","0.391","GPRS","4076.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21494020850","true","2022-03-12 05:00:59.000","12.566100120544434","45.50089645385742","127.0","38.0","1043.0","0.0","89","0.0","28.0","1.2","9","0.99","0.0","71.0","4.0","false","0.0","1.408","0.03","0.395","GPRS","4081.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21497651360","true","2022-03-12 17:44:35.000","12.563815116882324","45.50210189819336","-90.0","30.0","1149.0","0.0","100","0.0","25.0","0.9","9","29.02","0.5555555555555556","95.0","-12.0","false","1326.0","1.304","0.152","0.398","GPRS","4163.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21497651361","true","2022-03-12 17:44:43.000","12.563863754272461","45.50212097167969","-29.0","28.0","1065.0","0.0","100","0.0","25.0","0.9","9","7.02","0.5555555555555556","85.0","-13.0","false","0.0","1.284","0.144","0.406","GPRS","4154.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21497651362","true","2022-03-13 04:57:05.000","12.565995216369629","45.50271987915039","-289.0","-6.0","1021.0","0.0","98","0.0","29.0","1.1","9","43.75","0.0","255.0","-13.0","false","1.0","1.288","-0.161","0.438","GPRS","4137.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693200","true","2022-03-14 04:57:14.000","12.56622314453125","45.50203323364258","-43.0","161.0","1002.0","0.0","100","0.0","25.0","0.8","11","52.11","0.2777777777777778","29.0","-10.0","false","719.0","1.494","0.052","0.366","GPRS","4151.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693201","true","2022-03-14 04:57:15.000","12.566226959228516","45.502037048339844","-15.0","153.0","1036.0","0.0","86","0.0","25.0","0.8","11","0.99","0.2777777777777778","30.0","-10.0","false","0.0","1.437","0.099","0.381","GPRS","4067.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693202","true","2022-03-14 04:57:16.000","12.56623363494873","45.50204086303711","-11.0","150.0","1028.0","0.0","86","0.0","25.0","0.8","11","1.0","0.2777777777777778","38.0","-10.0","false","0.0","1.408","0.116","0.389","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693203","true","2022-03-14 04:57:17.000","12.566238403320312","45.502044677734375","10.0","160.0","1032.0","0.0","86","0.0","25.0","0.8","11","1.0","0.2777777777777778","53.0","-10.0","false","0.0","1.416","0.114","0.377","GPRS","4067.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693204","true","2022-03-14 04:57:18.000","12.566243171691895","45.50204849243164","-33.0","127.0","1028.0","0.0","87","0.0","25.0","0.8","11","1.01","0.2777777777777778","62.0","-10.0","false","0.0","1.395","0.124","0.382","GPRS","4070.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693205","true","2022-03-14 04:57:19.000","12.566247940063477","45.50204849243164","-42.0","148.0","1081.0","0.0","85","0.0","25.0","0.8","11","1.02","0.2777777777777778","62.0","-10.0","false","0.0","1.407","0.124","0.366","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693206","true","2022-03-14 04:57:20.000","12.566253662109375","45.502052307128906","13.0","133.0","1032.0","0.0","85","0.0","25.0","0.8","11","0.99","0.2777777777777778","61.0","-10.0","false","0.0","1.394","0.123","0.386","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693207","true","2022-03-14 04:57:21.000","12.566258430480957","45.502052307128906","-19.0","136.0","1039.0","0.0","86","0.0","25.0","0.8","11","1.0","0.2777777777777778","66.0","-10.0","false","0.0","1.398","0.129","0.381","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693208","true","2022-03-14 04:57:22.000","12.566263198852539","45.50205612182617","-60.0","128.0","1056.0","0.0","86","0.0","25.0","0.8","11","0.99","0.2777777777777778","68.0","-10.0","false","0.0","1.44","0.096","0.37","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693209","true","2022-03-14 04:57:23.000","12.566267967224121","45.50205612182617","-43.0","116.0","1057.0","0.0","86","0.0","25.0","0.8","11","1.0","0.2777777777777778","67.0","-10.0","false","0.0","1.453","0.096","0.356","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693210","true","2022-03-14 04:57:24.000","12.566271781921387","45.50205612182617","-24.0","129.0","1045.0","0.0","86","0.0","25.0","0.8","11","1.02","0.2777777777777778","53.0","-10.0","false","0.0","1.466","0.075","0.369","GPRS","4067.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693211","true","2022-03-14 04:57:25.000","12.566274642944336","45.50205993652344","-23.0","123.0","1023.0","0.0","85","0.0","25.0","0.8","11","0.99","0.2777777777777778","56.0","-10.0","false","0.0","1.484","0.041","0.367","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693212","true","2022-03-14 04:57:26.000","12.566280364990234","45.50205993652344","16.0","145.0","1038.0","0.0","85","0.0","25.0","0.8","11","0.99","0.2777777777777778","40.0","-10.0","false","0.0","1.503","0.023","0.364","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693213","true","2022-03-14 04:57:27.000","12.566283226013184","45.50205993652344","33.0","161.0","1040.0","0.0","86","0.0","25.0","0.8","11","1.01","0.2777777777777778","39.0","-10.0","false","0.0","1.512","0.017","0.359","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21501693214","true","2022-03-14 04:57:28.000","12.56628704071045","45.5020637512207","-6.0","147.0","1051.0","0.0","85","0.0","25.0","0.8","11","1.01","0.2777777777777778","30.0","-10.0","false","0.0","1.496","0.048","0.364","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21516438405","true","2022-03-14 17:47:16.000","12.567094802856445","45.505611419677734","-215.0","168.0","997.0","0.0","100","0.0","25.0","1.6","5","29.53","0.0","79.0","-5.0","false","1362.0","1.136","0.127","0.394","GPRS","4157.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21516438406","true","2022-03-14 17:47:25.000","12.567152976989746","45.50566482543945","-40.0","137.0","1051.0","0.0","100","0.0","25.0","1.6","5","8.53","0.0","80.0","-5.0","false","0.0","1.348","0.144","0.404","GPRS","4151.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21516438407","true","2022-03-15 04:53:14.000","12.56689453125","45.5057487487793","72.0","208.0","1039.0","0.0","97","0.0","27.0","0.9","9","38.39","0.0","265.0","-10.0","false","0.0","1.24","-0.287","0.399","GPRS","4132.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341288","true","2022-03-16 04:53:05.000","12.567201614379883","45.50560760498047","56.0","214.0","1031.0","0.0","98","0.0","27.0","1.4","6","28.62","0.0","93.0","-21.0","false","447.0","1.391","0.117","0.375","GPRS","4135.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341289","true","2022-03-16 04:53:06.000","12.567208290100098","45.5056037902832","176.0","205.0","1020.0","0.0","86","0.0","27.0","1.4","6","1.03","0.0","44.0","-21.0","false","0.0","1.37","0.074","0.398","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341290","true","2022-03-16 04:53:07.000","12.56721305847168","45.50559997558594","150.0","141.0","1031.0","0.0","85","0.0","27.0","1.4","6","0.99","0.0","33.0","-21.0","false","0.0","1.339","0.087","0.412","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341291","true","2022-03-16 04:53:08.000","12.567214965820312","45.50559616088867","21.0","176.0","1026.0","0.0","86","0.0","27.0","1.4","6","1.0","0.0","9.0","-22.0","false","0.0","1.368","0.133","0.374","GPRS","4067.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341292","true","2022-03-16 04:53:09.000","12.567221641540527","45.50558853149414","-67.0","219.0","1073.0","0.0","86","0.0","27.0","1.6","6","1.0","0.0","5.0","-22.0","false","0.0","1.436","0.124","0.347","GPRS","4067.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341293","true","2022-03-16 04:53:10.000","12.5670747756958","45.50554275512695","52.0","150.0","1040.0","0.0","86","0.0","27.0","1.1","9","1.11","0.2777777777777778","269.0","-21.0","false","0.0","1.357","0.105","0.392","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341294","true","2022-03-16 04:53:11.000","12.567086219787598","45.50554656982422","140.0","153.0","1030.0","0.0","85","0.0","27.0","1.0","11","1.01","0.0","288.0","-13.0","false","0.0","1.248","0.112","0.408","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341295","true","2022-03-16 04:53:12.000","12.567066192626953","45.50555419921875","-97.0","175.0","1040.0","0.0","86","0.0","27.0","1.0","11","1.0","0.0","343.0","-10.0","false","0.0","1.175","0.154","0.386","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341296","true","2022-03-16 04:53:13.000","12.567070007324219","45.505558013916016","81.0","231.0","1043.0","0.0","85","0.0","27.0","1.0","11","1.0","0.0","104.0","-9.0","false","0.0","1.15","0.061","0.427","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341297","true","2022-03-16 04:53:14.000","12.567059516906738","45.50556182861328","92.0","230.0","1020.0","0.0","86","0.0","27.0","1.0","11","1.01","0.0","192.0","-8.0","false","0.0","1.149","0.024","0.436","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341298","true","2022-03-16 04:53:15.000","12.567048072814941","45.50556945800781","99.0","176.0","1031.0","0.0","86","0.0","27.0","1.0","11","0.98","0.0","214.0","-7.0","false","0.0","1.124","0.022","0.431","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341299","true","2022-03-16 04:53:16.000","12.56704044342041","45.50557327270508","151.0","203.0","1037.0","0.0","86","0.0","27.0","1.0","11","1.01","0.0","323.0","-7.0","false","0.0","1.11","-0.034","0.439","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341300","true","2022-03-16 04:53:17.000","12.567033767700195","45.50557327270508","46.0","202.0","1035.0","0.0","86","0.0","27.0","1.0","11","0.99","0.0","260.0","-7.0","false","0.0","1.09","-0.104","0.422","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341301","true","2022-03-16 04:53:18.000","12.567031860351562","45.505577087402344","74.0","228.0","1028.0","0.0","85","0.0","27.0","1.0","11","1.01","0.0","177.0","-7.0","false","0.0","1.096","-0.115","0.426","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21522341302","true","2022-03-16 04:53:19.000","12.567025184631348","45.505577087402344","87.0","201.0","1042.0","0.0","85","0.0","27.0","0.7","14","1.06","0.0","198.0","-6.0","false","0.0","1.104","-0.156","0.431","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21525215341","true","2022-03-16 17:50:06.000","12.567161560058594","45.50542068481445","-172.0","-18.0","1065.0","0.0","100","0.0","28.0","1.1","9","40.25","0.0","73.0","-18.0","false","1101.0","1.31","0.183","0.356","GPRS","4149.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21525215342","true","2022-03-16 17:50:14.000","12.56717300415039","45.50541305541992","-97.0","-55.0","1030.0","0.0","100","0.0","28.0","1.1","9","7.26","0.0","149.0","-17.0","false","0.0","1.001","0.081","0.376","GPRS","4149.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21525215343","true","2022-03-17 04:48:55.000","12.567119598388672","45.50597381591797","-206.0","98.0","1009.0","0.0","97","0.0","25.0","1.1","7","18.02","0.0","148.0","81.0","false","0.0","1.163","0.225","0.361","GPRS","4129.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166086","true","2022-03-18 04:49:05.000","12.567014694213867","45.50529479980469","-63.0","55.0","1083.0","0.0","97","0.0","24.0","1.6","6","27.13","0.0","46.0","-8.0","false","470.0","1.413","0.119","0.38","GPRS","4132.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166087","true","2022-03-18 04:49:06.000","12.5670166015625","45.50529479980469","-28.0","92.0","1016.0","0.0","86","0.0","24.0","1.6","6","1.01","0.2777777777777778","44.0","-8.0","false","0.0","1.409","0.104","0.404","GPRS","4067.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166088","true","2022-03-18 04:49:07.000","12.567018508911133","45.50529861450195","38.0","56.0","1087.0","0.0","86","0.0","24.0","1.6","6","0.99","0.2777777777777778","48.0","-8.0","false","0.0","1.443","0.056","0.388","GPRS","4064.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166089","true","2022-03-18 04:49:08.000","12.567020416259766","45.50530242919922","16.0","57.0","1078.0","0.0","85","0.0","24.0","1.6","6","1.01","0.2777777777777778","47.0","-8.0","false","0.0","1.453","0.048","0.381","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166090","true","2022-03-18 04:49:09.000","12.567021369934082","45.50531005859375","-38.0","106.0","1011.0","0.0","85","0.0","24.0","1.6","6","0.98","0.2777777777777778","34.0","-7.0","false","8.0","1.461","0.039","0.394","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166091","true","2022-03-18 04:49:10.000","12.567018508911133","45.50532150268555","-71.0","86.0","1036.0","0.0","85","0.0","24.0","1.3","10","1.11","0.2777777777777778","21.0","-6.0","false","0.0","1.43","0.091","0.396","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166092","true","2022-03-18 04:49:11.000","12.5670166015625","45.505332946777344","-67.0","145.0","1032.0","0.0","85","0.0","24.0","1.1","11","0.99","0.2777777777777778","27.0","-5.0","false","0.0","1.449","0.086","0.384","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166093","true","2022-03-18 04:49:12.000","12.567018508911133","45.505340576171875","-90.0","-91.0","1090.0","0.0","84","0.0","24.0","1.1","11","1.0","0.2777777777777778","31.0","-5.0","false","5.0","1.375","0.08","0.404","GPRS","4056.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166094","true","2022-03-18 04:49:13.000","12.567018508911133","45.50534439086914","-133.0","-54.0","1021.0","0.0","85","0.0","24.0","1.1","11","1.0","0.2777777777777778","43.0","-4.0","false","0.0","1.335","0.145","0.412","GPRS","4062.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166095","true","2022-03-18 04:49:14.000","12.567018508911133","45.505348205566406","-12.0","94.0","1049.0","0.0","85","0.0","24.0","1.1","11","1.0","0.2777777777777778","43.0","-4.0","false","6.0","1.379","0.12","0.395","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166096","true","2022-03-18 04:49:15.000","12.567021369934082","45.50535202026367","-13.0","-17.0","1050.0","0.0","84","0.0","24.0","1.1","11","1.01","0.2777777777777778","57.0","-4.0","false","0.0","1.341","0.102","0.424","GPRS","4053.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166097","true","2022-03-18 04:49:16.000","12.567023277282715","45.50535583496094","13.0","60.0","1056.0","0.0","84","0.0","24.0","1.1","11","1.0","0.2777777777777778","66.0","-3.0","false","0.0","1.403","0.105","0.397","GPRS","4056.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166098","true","2022-03-18 04:49:17.000","12.56702709197998","45.5053596496582","12.0","157.0","1037.0","0.0","85","0.0","24.0","1.1","11","0.99","0.2777777777777778","49.0","-3.0","false","0.0","1.452","0.076","0.392","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166099","true","2022-03-18 04:49:18.000","12.56702995300293","45.50536346435547","-120.0","-65.0","1033.0","0.0","84","0.0","24.0","1.1","11","1.0","0.2777777777777778","45.0","-3.0","false","0.0","1.398","0.078","0.396","GPRS","4056.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21528166100","true","2022-03-18 04:49:19.000","12.567033767700195","45.50536346435547","-98.0","-11.0","1043.0","0.0","85","0.0","24.0","0.9","13","1.05","0.0","37.0","-3.0","false","0.0","1.387","0.113","0.394","GPRS","4059.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21531753895","true","2022-03-18 17:52:35.000","12.567231178283691","45.505516052246094","-208.0","68.0","1036.0","0.0","98","0.0","24.0","1.5","7","29.78","0.0","198.0","-9.0","false","1122.0","1.039","0.038","0.42","GPRS","4140.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21531753896","true","2022-03-18 17:52:42.000","12.567212104797363","45.50551986694336","17.0","45.0","1072.0","0.0","98","0.0","25.0","1.5","7","6.77","0.0","275.0","-9.0","false","10.0","1.061","-0.156","0.439","GPRS","4137.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21531753897","true","2022-03-19 04:45:35.000","12.566856384277344","45.5051155090332","-45.0","-18.0","1057.0","0.0","95","0.0","24.0","0.8","10","35.56","0.0","261.0","-5.0","false","0.0","1.441","-0.125","0.422","GPRS","4121.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476292","true","2022-03-20 04:45:35.000","12.56704044342041","45.505226135253906","110.0","284.0","1004.0","0.0","98","0.0","23.0","1.5","5","34.71","0.0","150.0","-10.0","false","692.0","1.528","-0.068","0.366","GPRS","4140.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476293","true","2022-03-20 04:45:36.000","12.567023277282715","45.505218505859375","-216.0","260.0","1030.0","0.0","84","0.0","23.0","1.4","6","1.1","0.0","163.0","-9.0","false","0.0","1.524","0.051","0.351","GPRS","4053.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476294","true","2022-03-20 04:45:37.000","12.567021369934082","45.505218505859375","42.0","137.0","1048.0","0.0","84","0.0","23.0","1.4","6","1.02","0.0","153.0","-9.0","false","0.0","1.513","-0.071","0.389","GPRS","4056.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476295","true","2022-03-20 04:45:38.000","12.567020416259766","45.505218505859375","-210.0","297.0","1011.0","0.0","83","0.0","23.0","1.4","6","0.99","0.0","276.0","-9.0","false","0.0","1.534","-0.058","0.36","GPRS","4050.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476296","true","2022-03-20 04:45:39.000","12.567018508911133","45.505218505859375","-58.0","206.0","1042.0","0.0","83","0.0","23.0","1.4","6","0.99","0.0","334.0","-8.0","false","0.0","1.505","-0.165","0.394","GPRS","4050.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476297","true","2022-03-20 04:45:40.000","12.5670166015625","45.505218505859375","-97.0","228.0","1037.0","0.0","83","0.0","23.0","1.1","8","1.04","0.0","345.0","-8.0","false","6.0","1.449","-0.195","0.398","GPRS","4047.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476298","true","2022-03-20 04:45:41.000","12.5670166015625","45.50522232055664","-90.0","160.0","1037.0","0.0","83","0.0","23.0","1.1","10","1.03","0.0","304.0","-8.0","false","0.0","1.356","-0.247","0.431","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
